BET_Name,TEDataIP,Parent_Interface
KFATRSH-M01H-DK-EG,10.42.207.170,ge-0/2/2
KFATRSH-M02H-DK-EG,10.42.207.171,ge-0/2/2
ATRASH25-M01Z-DK-EG,10.50.199.146,ge-0/2/3
ATRASH26-M01Z-DK-EG,10.50.199.154,ge-0/2/4
METKORM7-M01N-DK-EG,10.41.118.194,ge-0/0/1
MTKRMA-M01H-DK-EG,10.41.191.182,ge-0/0/5
METKRMA1-M01H-DK-EG,10.40.62.162,ge-0/0/6
METKORM2-M01H-DK-EG,10.40.62.170,ge-0/0/7
METKORM2-M02H-DK-EG,10.40.62.171,ge-0/0/7
METKORM3-M01H-DK-EG,10.40.62.178,ge-0/0/8
METKORM4-M01H-DK-EG,10.40.62.186,ge-0/0/9
METKRMC5-M01H-DK-EG,10.40.118.114,ge-0/1/0
METKRMC6-M01H-DK-EG,10.40.174.234,ge-0/1/1
METKRMC8-M01N-DK-EG,10.42.14.10,ge-0/1/3
MTKRMA10-M01H-DK-EG,10.60.50.34,ge-0/1/5
MTKRMA10-M02H-DK-EG,10.60.50.35,ge-0/1/5
METKMA11-M01H-DK-EG,10.60.50.42,ge-0/1/6
METKMA11-M02H-DK-EG,10.60.50.43,ge-0/1/6
MTKRMA12-M01H-DK-EG,10.60.50.50,ge-0/1/7
MTKRMA12-M02H-DK-EG,10.60.50.51,ge-0/1/7
METKOM13-M01H-DK-EG,10.60.50.58,ge-0/1/8
METKOM13-M02H-DK-EG,10.60.50.59,ge-0/1/8
NEFISHA-M01H-IS-EG,10.41.190.54,ae0
NFSHAC20-M01H-IS-EG,10.50.122.138,ge-0/0/1
NEFSHC21-M01H-IS-EG,10.50.122.146,ge-0/0/4
NFSHAC22-M01H-IS-EG,10.50.122.154,ge-0/0/5
NEFSHC23-M01H-IS-EG,10.50.122.162,ge-0/0/6
NEFISHA1-M01H-IS-EG,10.40.192.202,ge-0/0/7
NEFISHA5-M01H-IS-EG,10.41.57.82,ge-0/0/8
NEFSHAC6-M01H-IS-EG,10.41.57.90,ge-0/0/9
NEFISHA7-M01H-IS-EG,10.41.57.98,ge-0/1/0
NFSHC10-M01H-IS-EG,10.41.134.42,ge-0/1/1
NFSHC11-M01H-IS-EG,10.41.134.90,ge-0/1/2
NEFISHA8-M01H-IS-EG,10.41.116.242,ge-0/1/3
NEFISHA9-M01H-IS-EG,10.41.116.250,ge-0/1/4
NFISHC15-M01H-IS-EG,10.50.122.98,ge-0/1/6
NFISHC16-M01H-IS-EG,10.50.122.106,ge-0/1/7
NEFSHC17-M01Z-IS-EG,10.50.122.114,ge-0/1/8
NEFSHC18-M01H-IS-EG,10.50.122.122,ge-0/1/9
NEFSHC19-M01H-IS-EG,10.50.122.130,ge-1/0/4
NFSHAC24-M01H-IS-EG,10.50.122.170,ge-1/0/5
NFISHC25-M01H-IS-EG,10.50.122.178,ge-1/0/6
NEFSHC26-M01H-IS-EG,10.50.122.186,ge-1/0/7
NEFSHC27-M01H-IS-EG,10.50.122.194,ge-1/0/8
NEFSHC28-M01H-IS-EG,10.50.122.202,ge-1/0/9
NEFSHC29-M01H-IS-EG,10.50.122.210,ge-1/1/0
NEFSHC30-M01H-IS-EG,10.50.122.218,ge-1/1/1
NEFSHC31-M01H-IS-EG,10.50.122.226,ge-1/1/2
NFISHC32-M01H-IS-EG,10.50.122.242,ge-1/1/3
NFISHC33-M01H-IS-EG,10.50.122.250,ge-1/1/4
NFISHC34-M01H-IS-EG,10.50.122.234,ge-1/1/5
NEFSHA35-M01H-IS-EG,10.50.123.2,ge-1/1/6
NFISHC36-M01H-IS-EG,10.50.123.10,ge-1/1/7
SALCB-M01H-SHG-EG,10.40.45.66,ge-0/0/1
SALCB-M02H-SHG-EG,10.40.45.67,ge-0/0/1
SALAA-M01H-SHG-EG,10.41.221.198,ge-0/0/4
SALAACB3-M01Z-SHG-EG,10.42.56.162,ge-0/0/7
SHGESC10-M01Z-SHG-EG,10.50.213.114,ge-0/1/6
BNISOF87-M01H-BNS-EG,10.41.61.106,ge-0/0/0
BNSWF115-M01Z-BNS-EG,10.50.224.2,ge-0/0/1
BNSWF116-M01Z-BNS-EG,10.50.224.10,ge-0/0/2
BNS2C101-M01Z-BNS-EG,10.42.128.58,ge-0/0/6
BNISOF85-M01H-BNS-EG,10.41.68.242,ge-0/0/8
BNSUFC81-M01Z-BNS-EG,10.41.39.218,ge-0/1/3
BNISOF82-M01Z-BNS-EG,10.41.39.226,ge-0/1/4
SHKNLC80-M01Z-BNS-EG,10.41.39.210,ge-0/1/7
BNISOF83-M01Z-BNS-EG,10.41.39.242,ge-0/1/8
BNISOF84-M01Z-BNS-EG,10.41.39.250,ge-0/1/9
BNS2C107-M01Z-BNS-EG,10.42.128.106,ge-0/2/0
BNS2C88-M01Z-BNS-EG,10.42.127.242,ge-0/2/1
BNS2C89-M01Z-BNS-EG,10.42.127.250,ge-0/2/2
BNS2C90-M01Z-BNS-EG,10.42.127.234,ge-0/2/3
BNS2C91-M01Z-BNS-EG,10.42.128.2,ge-0/2/4
BNS2C92-M01Z-BNS-EG,10.42.128.10,ge-0/2/5
BNS2C95-M01Z-BNS-EG,10.42.128.18,ge-0/2/6
BNS2C97-M01Z-BNS-EG,10.42.128.26,ge-0/2/7
BNS2C108-M01H-BNS-EG,10.42.200.26,ge-0/2/9
BNSW169-M01Z-BNS-EG,10.60.59.178,ge-0/3/0
BNS2C109-M01N-BNS-EG,10.42.247.210,ge-0/3/1
BNS2C109-M02N-BNS-EG,10.42.247.211,ge-0/3/1
BNS2C110-M01N-BNS-EG,10.42.247.218,ge-0/3/2
BNS2C110-M02N-BNS-EG,10.42.247.219,ge-0/3/2
BNS2C111-M01H-BNS-EG,10.42.242.50,ge-0/3/3
BNS2C112-M01Z-BNS-EG,10.42.202.146,ge-0/3/4
BNSWF117-M01Z-BNS-EG,10.50.224.18,ge-0/3/6
SHERC122-M01Z-BNS-EG,10.50.224.34,ge-0/3/8
SHERC123-M01Z-BNS-EG,10.50.224.42,ge-0/3/9
BNSUF147-M01Z-BNS-EG,10.50.224.194,ge-1/0/1
BNS2C148-M01Z-BNS-EG,10.50.224.202,ge-1/0/2
BNSUF149-M01Z-BNS-EG,10.50.224.210,ge-1/0/3
SHARC156-M01Z-BNS-EG,10.50.224.218,ge-1/0/4
BNS2C132-M01Z-BNS-EG,10.50.224.74,ge-1/0/5
BNS2C133-M01Z-BNS-EG,10.50.224.82,ge-1/0/6
BNSUF134-M01Z-BNS-EG,10.50.224.90,ge-1/0/7
SHERC135-M01Z-BNS-EG,10.50.224.98,ge-1/0/8
BNSWF136-M01Z-BNS-EG,10.50.224.106,ge-1/0/9
BNS2C137-M01Z-BNS-EG,10.50.224.114,ge-1/1/0
BNSWF138-M01Z-BNS-EG,10.50.224.122,ge-1/1/1
BNSUF139-M01Z-BNS-EG,10.50.224.130,ge-1/1/2
BNSWF140-M01Z-BNS-EG,10.50.224.138,ge-1/1/3
BNSWF141-M01Z-BNS-EG,10.50.224.146,ge-1/1/4
BNSWF142-M01Z-BNS-EG,10.50.224.154,ge-1/1/5
BNSUF143-M01Z-BNS-EG,10.50.224.162,ge-1/1/6
BNSUF144-M01Z-BNS-EG,10.50.224.170,ge-1/1/7
BNS2C145-M01Z-BNS-EG,10.50.224.178,ge-1/1/8
BNS2C146-M01Z-BNS-EG,10.50.224.186,ge-1/1/9
SHBRWSH-M01H-DK-EG,10.41.199.170,ge-0/0/5
SHABRC05-M01Z-DK-EG,10.50.246.154,ge-0/1/6
SHBRWC3-M01N-DK-EG,10.42.75.226,ge-0/1/8
SHBRWC3-M02N-DK-EG,10.42.75.227,ge-0/1/8
ZHROMR-M01H-BH-EG,10.41.196.82,ge-0/0/1
ZHROMRC4-M01H-BH-EG,10.42.10.226,ge-0/0/2
ZHROMR24-M01Z-BH-EG,10.60.136.122,ge-0/0/3
ZHROMRA1-M01H-BH-EG,10.40.189.250,ge-0/0/4
ZHROMRA2-M01H-BH-EG,10.40.189.234,ge-0/0/5
ZHROMC3-M01H-BH-EG,10.40.188.146,ge-0/0/6
ZHROMR-M02H-BH-EG,10.41.214.238,ge-0/0/7
ZHROMRC6-M01N-BH-EG,10.50.28.242,ge-0/1/4
ZHROMRC6-M02N-BH-EG,10.50.28.243,ge-0/1/4
ZHRMRC10-M01H-BH-EG,10.50.28.250,ge-0/1/5
ZHRMRC11-M01H-BH-EG,10.50.28.234,ge-0/1/6
KRWNCB01-M01H-MT-EG,10.40.110.250,ge-0/0/3
KRWNCB02-M01H-MT-EG,10.40.111.42,ge-0/0/4
KRWNCB03-M01H-MT-EG,10.40.111.50,ge-0/0/5
KARWANC4-M01H-MT-EG,10.40.111.58,ge-0/0/6
KRWNCB05-M01H-MT-EG,10.40.111.66,ge-0/0/7
KRWNCB06-M01H-MT-EG,10.40.111.74,ge-0/0/8
KRWNCB07-M01H-MT-EG,10.40.241.210,ge-0/0/9
KARAWAN-M01H-MT-EG,10.41.221.46,ge-0/1/0
KRWANC10-M01Z-MT-EG,10.60.37.74,ge-0/1/2
KRWANC11-M01Z-MT-EG,10.60.37.82,ge-0/1/3
KRWANC21-M01Z-MT-EG,,ge-0/1/4
MODAMR-M01H-SHG-EG,10.41.129.86,ge-0/0/2
MODAMRC1-M01H-SHG-EG,10.40.115.234,ge-0/0/3
MDMRC02-M01H-SHG-EG,10.42.56.170,ge-0/0/7
MOMDRC4-M01H-SHG-EG,10.42.195.130,ge-0/0/8
MODMER05-M01H-SHG-EG,10.50.213.178,ge-0/1/0
MODAMRC6-M01H-SHG-EG,10.50.213.186,ge-0/1/1
MOMDRC7-M01H-SHG-EG,10.50.213.194,ge-0/1/2
MODMRC8-M01Z-SHG-EG,10.60.44.170,ge-0/1/3
MODMAR22-M01Z-SHG-EG,10.60.79.26,ge-0/1/6
Voice2437-M01Z-C-EG,10.60.79.34,ge-0/1/7
MODMAR24-M01Z-SHG-EG,10.60.79.42,ge-0/1/8
BAGHDAD-M01H-LX-EG,10.41.168.58,ae0
BGHDYCB1-M01H-LX-EG,10.40.5.202,ge-0/0/1
BGHDYCB2-M01H-LX-EG,10.40.5.210,ge-0/0/2
BGHDYCB3-M01H-LX-EG,10.40.5.218,ge-0/0/3
BGHDYCB4-M01H-LX-EG,10.40.5.226,ge-0/0/4
BGHDYCB5-M01H-LX-EG,10.40.5.234,ge-0/0/5
BGHDYCB6-M01H-LX-EG,10.40.5.242,ge-0/0/6
BGHDYCB7-M01H-LX-EG,10.40.5.250,ge-0/0/7
BGHDYCB8-M01H-LX-EG,10.40.6.74,ge-0/0/8
BGHDYCB9-M01H-LX-EG,10.40.6.66,ge-0/0/9
BGHDYC10-M01Z-LX-EG,10.60.6.242,ge-0/1/3
BGHDDY21-M01H-LX-EG,10.60.67.202,ge-0/1/4
BGDADY22-M01H-LX-EG,10.60.67.210,ge-0/1/5
BGHDYC23-M01H-LX-EG,10.60.67.218,ge-0/1/6
NOSABCB1-M01H-DK-EG,10.40.61.250,ge-0/0/3
NOSABCB1-M02H-DK-EG,10.40.61.251,ge-0/0/3
NOSABCB2-M01H-DK-EG,10.40.239.122,ge-0/0/4
NOSABCB2-M02H-DK-EG,10.40.239.123,ge-0/0/4
NOSBHRC3-M01N-DK-EG,10.41.58.98,ge-0/0/6
NOSBHRC3-M02N-DK-EG,10.41.58.99,ge-0/0/6
NOSBHRC3-M03N-DK-EG,10.41.58.100,ge-0/0/6
BDLHCBN-M01Z-DK-EG,10.40.178.10,ge-0/0/3
BDLHCBN-M02Z-DK-EG,10.40.186.66,ge-0/0/5
CBNKFRN-M01Z-DK-EG,10.60.63.138,ge-0/0/6
BARAMON-M01H-DK-EG,10.42.212.98,ge-0/1/2
BRMONC5-M01H-DK-EG,10.50.167.82,ge-0/1/3
BRMONC6-M01H-DK-EG,10.50.167.90,ge-0/1/4
BRMONC10-M01Z-DK-EG,10.50.196.90,ge-0/1/7
SFTGZMC5-M01H-MNF-EG,10.40.237.74,ge-0/0/3
SFTGZMC5-M02H-MNF-EG,10.40.237.75,ge-0/0/3
SFTGZMC1-M01H-MNF-EG,10.40.21.34,ge-0/0/4
SFTGZMC2-M01H-MNF-EG,10.41.155.242,ge-0/0/5
SFTGZMC3-M01H-MNF-EG,10.41.155.250,ge-0/0/6
SFTGZMC6-M01Z-MNF-EG,10.42.150.90,ge-0/0/7
SFGZMC7-M01N-MNF-EG,10.42.150.98,ge-0/0/8
SFGZMC7-M02N-MNF-EG,10.42.150.99,ge-0/0/8
SATGZM10-M01H-MNF-EG,10.60.47.98,ge-0/1/0
NBROHC33-M01H-DK-EG,10.50.82.186,ge-0/0/1
NBAROUH-M01H-DK-EG,10.41.199.202,ge-0/0/5
NABROCB1-M01H-DK-EG,10.40.177.186,ge-0/0/6
NBROUHC5-M01H-DK-EG,10.40.119.226,ge-0/0/9
NABROC2-M01H-DK-EG,10.40.239.154,ge-0/1/0
NABROC2-M02H-DK-EG,10.40.239.155,ge-0/1/0
NABROC3-M01H-DK-EG,10.40.239.162,ge-0/1/1
NABROC3-M02H-DK-EG,10.40.239.163,ge-0/1/1
NBAROUH-M02H-DK-EG,10.41.222.142,ge-0/1/3
NABROC4-M01H-DK-EG,10.40.239.170,ge-0/1/4
NBROHC34-M01H-DK-EG,10.50.82.194,ge-0/1/7
NABARC14-M01H-DK-EG,10.41.86.154,ge-0/1/8
NABARC14-M02H-DK-EG,10.41.86.155,ge-0/1/8
NBROUH13-M01H-DK-EG,10.41.92.234,ge-0/1/9
NBROHC35-M01H-DK-EG,10.50.82.202,ge-0/2/2
NBROHC36-M01H-DK-EG,10.50.82.210,ge-0/2/4
NABROC16-M01H-DK-EG,10.42.211.146,ge-0/2/5
NABROC16-M02H-DK-EG,10.42.211.147,ge-0/2/5
NABARC20-M01H-DK-EG,10.50.82.82,ge-0/2/6
NABARC21-M01H-DK-EG,10.50.82.90,ge-0/2/7
NABARC22-M01H-DK-EG,10.50.82.98,ge-0/2/8
NBROHC23-M01H-DK-EG,10.50.82.106,ge-0/2/9
NBROHC24-M01H-DK-EG,10.50.82.114,ge-0/3/0
NABARC25-M01H-DK-EG,10.50.82.122,ge-0/3/1
NABARC26-M01H-DK-EG,10.50.82.130,ge-0/3/2
NABARC27-M01H-DK-EG,10.50.82.138,ge-0/3/3
NBROHC28-M01H-DK-EG,10.50.82.146,ge-0/3/4
NBROH29-M01N-DK-EG,10.50.82.154,ge-0/3/5
NBROH29-M02N-DK-EG,10.50.82.155,ge-0/3/5
NBROHC30-M01H-DK-EG,10.50.82.162,ge-0/3/6
NBROH31-M01N-DK-EG,10.50.82.170,ge-0/3/7
NBROH31-M02N-DK-EG,10.50.82.171,ge-0/3/7
NBROHC32-M01H-DK-EG,10.50.82.178,ge-0/3/8
NBROHC37-M01H-DK-EG,10.50.82.218,ge-1/0/0
ABRASHC7-M01H-SHR-EG,10.41.79.186,ge-0/1/2
ABRASH-M01H-SHR-EG,10.41.198.98,ge-0/1/3
ABRASH-M02H-SHR-EG,10.41.214.246,ge-0/1/4
ABRDHC1-M01H-SHR-EG,10.40.175.74,ge-0/1/7
ABRDHC1-M02H-SHR-EG,10.40.175.75,ge-0/1/7
KHESHA-M01Z-SHR-EG,10.40.175.82,ge-0/1/9
KHESHA-M02Z-SHR-EG,10.40.175.90,ge-0/1/9
ABGNDER1-M01H-FYM-EG,10.40.44.170,ge-0/0/1
ABGNDER2-M01H-FYM-EG,10.40.44.178,ge-0/0/2
ABGNDER3-M01H-FYM-EG,10.40.44.186,ge-0/0/3
ABGNDER4-M01H-FYM-EG,10.40.44.194,ge-0/0/4
ABGNDER5-M01H-FYM-EG,10.40.44.202,ge-0/0/5
ABGNDR10-M01Z-FYM-EG,10.41.40.106,ge-0/0/9
ABGNDR12-M01Z-FYM-EG,10.41.40.122,ge-0/1/1
ABGNDR13-M01H-FYM-EG,10.41.68.250,ge-0/1/8
WADYMAC1-M01H-SHR-EG,10.40.56.26,ge-0/0/2
WADYMO2-M01H-SHR-EG,10.40.56.34,ge-0/0/3
WADYMO3-M01H-SHR-EG,10.40.56.42,ge-0/0/4
MALAKCB4-M01H-SHR-EG,10.40.56.50,ge-0/0/6
Voice1116-M01H-C-EG,10.60.59.170,ae2
ABORDSC1-M01H-JS-EG,10.40.78.194,ge-0/0/1
ABORDSC3-M01H-JS-EG,10.40.78.210,ge-0/0/3
ABORDSC4-M01H-JS-EG,10.40.78.218,ge-0/0/4
ABORDSC5-M01H-JS-EG,10.40.78.226,ge-0/0/5
ABORDSC6-M01H-JS-EG,10.40.151.74,ge-0/1/8
ABORDSC9-M01Z-JS-EG,10.60.65.210,ge-0/2/3
ABSKBCB1-M01H-SHR-EG,10.40.159.2,ge-0/0/1
ABSKBCB1-M02H-SHR-EG,10.40.159.3,ge-0/0/1
KFRAYDC4-M01H-SHR-EG,10.40.56.58,ge-0/0/2
KFRAYDC4-M02H-SHR-EG,10.40.56.59,ge-0/0/2
AHAMAD-M01H-SHR-EG,10.41.166.218,ge-0/0/3
AHAMAD-M02H-SHR-EG,10.41.169.86,ge-0/0/4
ABOHAMD3-M01H-SHR-EG,10.40.61.154,ge-0/0/8
AHAMAD-M03H-SHR-EG,10.41.191.198,ge-0/0/9
ABOHMC16-M01Z-SHR-EG,10.41.56.82,ge-0/1/0
ABHMDC31-M01H-SHR-EG,10.50.200.226,ge-0/1/1
ABHMDC6-M01H-SHR-EG,10.40.57.218,ge-0/1/4
ABHMDC32-M01H-SHR-EG,10.50.200.242,ge-0/1/5
ARBFDNC2-M01H-SHR-EG,10.40.203.186,ge-0/1/7
ABOHMC17-M01Z-SHR-EG,10.41.56.90,ge-0/1/8
AHAMAD-M04H-SHR-EG,10.41.132.126,ge-0/1/9
ABOHMD27-M01N-SHR-EG,10.42.205.26,ge-0/2/0
ABOHMD27-M02N-SHR-EG,10.42.205.27,ge-0/2/0
AHMADC11-M01H-SHR-EG,10.41.50.194,ge-0/2/1
AHMADC12-M01H-SHR-EG,10.41.50.186,ge-0/2/2
AHMADC13-M01H-SHR-EG,10.41.78.90,ge-0/2/3
AHMADC14-M01H-SHR-EG,10.41.78.98,ge-0/2/4
AHMADC15-M01H-SHR-EG,10.41.78.106,ge-0/2/5
AHMADC30-M01H-SHR-EG,10.50.82.226,ge-0/2/6
ABOHMD28-M01H-SHR-EG,10.42.239.82,ge-0/2/9
ABHMDC19-M01Z-SHR-EG,10.42.86.74,ge-0/3/0
ABHMDC20-M01Z-SHR-EG,10.42.86.82,ge-0/3/1
ABHMDC21-M01Z-SHR-EG,10.42.86.90,ge-0/3/2
ABHMDC22-M01Z-SHR-EG,10.42.86.98,ge-0/3/3
AHAMDC23-M01Z-SHR-EG,10.42.86.106,ge-0/3/4
ABHMDC24-M01Z-SHR-EG,10.42.86.114,ge-0/3/5
ABHMDC25-M01Z-SHR-EG,10.42.86.122,ge-0/3/6
ABOHMD26-M01Z-SHR-EG,10.42.205.18,ge-0/3/7
ABOHMD26-M02Z-SHR-EG,10.42.205.19,ge-0/3/7
HYTMC1-M01H-GH-EG,10.40.63.218,ge-0/0/1
HYATEM2-M01H-GH-EG,10.40.63.226,ge-0/0/2
HYTMC3-M01H-GH-EG,10.40.63.242,ge-0/0/3
HYATEM4-M01H-GH-EG,10.40.63.250,ge-0/0/4
HYATEM4-M02H-GH-EG,10.40.63.251,ge-0/0/4
HYATEM5-M01H-GH-EG,10.40.65.138,ge-0/0/5
ASWNWC88-M01H-ASN-EG,10.41.242.226,ge-0/1/1
QRTATL-M01H-ASN-EG,10.41.168.10,ge-0/1/4
ASWNWC98-M01H-ASN-EG,10.42.187.226,ge-1/2/1
ASWNW100-M01H-ASN-EG,10.42.50.226,ge-1/2/5
ASWNW100-M02H-ASN-EG,10.42.50.227,ge-1/2/5
ASNWC99-M01H-ASN-EG,10.42.50.218,ge-1/2/6
ASWNWC97-M01H-ASN-EG,10.42.187.218,ge-1/2/9
ASWNWC89-M01H-ASN-EG,10.42.187.178,ge-1/3/0
ASWNWC90-M01H-ASN-EG,10.42.187.186,ge-1/3/1
ASWNWC90-M02H-ASN-EG,10.42.187.187,ge-1/3/1
ASNWC91-M01H-ASN-EG,10.42.187.194,ge-1/3/5
ASWNWC92-M01H-ASN-EG,10.42.187.202,ge-1/3/6
ASWNWC92-M02H-ASN-EG,10.42.187.203,ge-1/3/6
ASWNWC94-M01H-ASN-EG,10.42.187.210,ge-1/3/7
ASWNWC94-M02H-ASN-EG,10.42.187.211,ge-1/3/7
HOUR-M01H-MN-EG,10.41.132.94,ge-0/0/1
HOURCB1-M01H-MN-EG,10.40.41.202,ge-0/0/2
HOURCB2-M01H-MN-EG,10.40.41.210,ge-0/0/3
HOURCB3-M01H-MN-EG,10.40.41.218,ge-0/0/4
HOURCB4-M01H-MN-EG,10.40.41.226,ge-0/0/5
HOURCB5-M01H-MN-EG,10.40.41.234,ge-0/0/6
HOURCB6-M01H-MN-EG,10.40.41.242,ge-0/0/7
HOURCB7-M01H-MN-EG,10.40.41.250,ge-0/0/8
HOURCB8-M01H-MN-EG,10.40.250.34,ge-0/1/7
SHGWC41-M01Z-SHG-EG,10.42.195.170,ge-0/0/1
SHGWC42-M01Z-SHG-EG,10.42.195.178,ge-0/0/2
SOHGWC43-M01H-SHG-EG,10.42.195.186,ge-0/0/3
SHGWEC44-M01Z-SHG-EG,10.42.195.194,ge-0/0/4
SHGWEC46-M01Z-SHG-EG,10.42.195.202,ge-0/0/5
SHGWST47-M01H-SHG-EG,10.42.235.114,ge-0/0/6
SHWSTC40-M01Z-SHG-EG,10.42.195.162,ge-0/0/7
SHGWCB45-M01Z-SHG-EG,10.42.36.58,ge-0/0/9
SHGWST37-M01H-SHG-EG,10.41.80.82,ge-0/1/0
SHGWST38-M01H-SHG-EG,10.41.96.138,ge-0/1/1
SHGWST39-M01Z-SHG-EG,10.41.96.146,ge-0/1/2
SHGWST52-M01H-SHG-EG,10.50.108.250,ge-0/1/3
SHGWST35-M01H-SHG-EG,10.41.80.66,ge-0/1/4
SHGWCB27-M01H-SHG-EG,10.40.115.162,ge-0/1/5
SHGWST36-M01H-SHG-EG,10.41.80.74,ge-0/1/6
SHGWCB26-M01H-SHG-EG,10.40.115.154,ge-0/1/9
SOHAGW96-M01H-SHG-EG,10.50.209.50,ge-0/2/2
SOHAGW99-M01Z-SHG-EG,10.50.209.74,ge-0/2/3
SHGWCB1-M01H-SHG-EG,10.40.182.82,ge-0/3/0
SOQLC901-M01H-SHG-EG,10.42.196.162,ge-0/3/2
SHGWEC77-M01H-SHG-EG,10.50.109.26,ge-1/0/0
SHGWEC71-M01H-SHG-EG,10.50.109.2,ge-1/0/1
SHGWEC82-M01H-SHG-EG,10.50.147.218,ge-1/0/2
SHGWEC82-M02H-SHG-EG,10.50.160.43,ge-1/0/2
SHGWC102-M01H-SHG-EG,10.50.109.66,ge-1/0/3
SHGWC103-M01H-SHG-EG,10.50.109.74,ge-1/0/4
SHGWC106-M01H-SHG-EG,10.50.109.90,ge-1/0/5
SHGWC107-M01H-SHG-EG,10.50.109.98,ge-1/0/6
SHGWC108-M01H-SHG-EG,10.50.109.106,ge-1/0/7
SHGWC111-M01H-SHG-EG,10.50.109.130,ge-1/0/8
SHGWC112-M01H-SHG-EG,10.50.109.138,ge-1/0/9
SHGWC92-M01Z-SHG-EG,10.50.167.58,ge-1/1/0
SHGWEC73-M01H-SHG-EG,10.50.109.10,ge-1/1/1
SHGWEC75-M01H-SHG-EG,10.50.109.18,ge-1/1/2
SHGWEC79-M01H-SHG-EG,10.50.109.34,ge-1/1/3
SHGWEC80-M01H-SHG-EG,10.50.109.42,ge-1/1/4
SOHGW104-M01H-SHG-EG,10.50.109.82,ge-1/1/5
SHGWC109-M01H-SHG-EG,10.50.109.114,ge-1/1/6
SHGWC110-M01H-SHG-EG,10.50.109.122,ge-1/1/7
SHGWC100-M01H-SHG-EG,10.50.109.50,ge-1/1/8
SHGWC101-M01H-SHG-EG,10.50.109.58,ge-1/1/9
SOHAGC97-M01H-SHG-EG,10.50.209.58,ge-1/2/0
SHGWC98-M01H-SHG-EG,10.50.209.66,ge-1/2/1
SHGWC120-M01H-SHG-EG,10.50.212.34,ge-1/2/2
SOHGW121-M01H-SHG-EG,10.50.212.42,ge-1/2/3
SHGWC122-M01H-SHG-EG,10.50.212.50,ge-1/2/4
SHGWC123-M01H-SHG-EG,10.50.212.58,ge-1/2/5
SHGWC124-M01H-SHG-EG,10.50.212.66,ge-1/2/6
SHGWC125-M01H-SHG-EG,10.50.212.74,ge-1/2/7
SHGWST56-M01H-SHG-EG,10.50.208.210,ge-1/2/8
SHGWC57-M01H-SHG-EG,10.50.208.218,ge-1/2/9
SHGWST63-M01Z-SHG-EG,10.50.208.226,ge-1/3/0
SHGWST64-M01Z-SHG-EG,10.50.208.242,ge-1/3/1
SOHGWC69-M01H-SHG-EG,10.50.208.250,ge-1/3/2
SOHGWC72-M01H-SHG-EG,10.50.208.234,ge-1/3/3
SHGWSC74-M01Z-SHG-EG,10.50.209.2,ge-1/3/4
SOHGWC78-M01Z-SHG-EG,10.50.209.10,ge-1/3/5
SHGWEC85-M01H-SHG-EG,10.50.209.18,ge-1/3/6
SOHGWC93-M01H-SHG-EG,10.50.209.26,ge-1/3/7
SHGWC94-M01H-SHG-EG,10.50.209.34,ge-1/3/8
SHGWC95-M01H-SHG-EG,10.50.209.42,ge-1/3/9
AGHMSCB1-M01H-MNF-EG,10.40.68.218,ge-0/0/1
AKHMCB01-M02H-MNF-EG,10.40.68.219,ge-0/0/1
AKHMSC62-M01H-MNF-EG,10.41.156.18,ge-0/0/3
AKHMCB02-M01H-MNF-EG,10.40.155.34,ge-0/0/5
AKHMCB02-M02H-MNF-EG,10.40.155.35,ge-0/0/5
AKHMASC3-M01Z-MNF-EG,10.42.244.234,ge-0/0/9
SFOURCB1-M01H-SHR-EG,10.40.82.130,ge-0/0/8
SFOURCB3-M01H-SHR-EG,10.40.82.146,ge-0/0/9
SAFOUR-M01H-SHR-EG,10.41.198.126,ge-0/1/1
TLHMGC10-M01Z-SHR-EG,10.50.169.74,ge-0/1/4
TLHMGC10-M02Z-SHR-EG,10.50.169.75,ge-0/1/4
TLHMGC11-M01Z-SHR-EG,10.50.169.82,ge-0/1/5
TLHMGC11-M02Z-SHR-EG,10.50.169.83,ge-0/1/5
SFURC7-M01Z-SHR-EG,10.60.50.202,ge-0/1/6
SFURC7-M02Z-SHR-EG,10.60.50.203,ge-0/1/6
ANSHMS11-M01H-C-EG,10.40.52.98,ge-0/0/4
ANSHMS11-M02H-C-EG,10.40.52.99,ge-0/0/4
ANSHMS12-M01H-C-EG,10.40.52.106,ge-0/0/5
ANSHMS12-M02H-C-EG,10.40.52.107,ge-0/0/5
ANSHMS13-M01H-C-EG,10.40.52.114,ge-0/0/6
ANSHMS13-M02H-C-EG,10.40.52.115,ge-0/0/6
ANSHMS14-M01H-C-EG,10.40.52.122,ge-0/0/7
ANSHMS14-M02H-C-EG,10.40.52.123,ge-0/0/7
ANSHMS15-M01H-C-EG,10.40.52.130,ge-0/0/8
ANSHMS15-M02H-C-EG,10.40.52.131,ge-0/0/8
ANSHMC54-M01H-C-EG,10.42.161.82,ge-0/0/9
AINSHC85-M01H-C-EG,10.42.221.170,ge-0/1/0
ANSHMS55-M01H-C-EG,10.42.161.90,ge-0/1/5
NZH1C51-M01H-C-EG,10.40.165.130,ge-0/1/7
ASHMC137-M01Z-C-EG,10.50.41.226,ge-0/1/9
ASHMC137-M02Z-C-EG,10.50.41.227,ge-0/1/9
AINSHC88-M01Z-C-EG,10.50.2.10,ge-0/2/3
ASHAMS16-M01H-C-EG,10.40.99.226,ge-0/3/0
ASHAMS16-M02H-C-EG,10.40.99.227,ge-0/3/0
